Species,Longitude,Latitude,Trap,Station,Date,Tavg,WetBulb,PrecipTotal,AvgSpeed,Heat,Cool,Tmax,Tmin,DewPoint,ResultSpeed,ResultDir,StnPressure,SeaLevel,Rain,Sunrise,Sunset,WnvPresent
CULEX TERRITANS,-87.728492,41.984809000000006,T027,2.0,2011-08-26,72.0,64.0,0.0,3.4,0.0,7.0,83.0,61.0,58.0,1.2,20.0,29.32,29.97,0.0,511.0,1837.0,0
CULEX PIPIENS/RESTUANS,-87.53869300000001,41.659112,T221,2.0,2011-08-26,72.0,64.0,0.0,3.4,0.0,7.0,83.0,61.0,58.0,1.2,20.0,29.32,29.97,0.0,511.0,1837.0,0
CULEX TERRITANS,-87.53869300000001,41.659112,T221,2.0,2011-08-26,72.0,64.0,0.0,3.4,0.0,7.0,83.0,61.0,58.0,1.2,20.0,29.32,29.97,0.0,511.0,1837.0,0
CULEX PIPIENS/RESTUANS,-87.562889,41.766202,T079,2.0,2011-08-26,72.0,64.0,0.0,3.4,0.0,7.0,83.0,61.0,58.0,1.2,20.0,29.32,29.97,0.0,511.0,1837.0,0
CULEX PIPIENS,-87.800991,41.95469,T002,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,1
CULEX PIPIENS,-87.832763,41.944869,T011,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,1
CULEX PIPIENS,-87.890615,41.974689,T900,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,1
CULEX PIPIENS/RESTUANS,-87.805059,41.973845000000004,T223,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,1
CULEX PIPIENS/RESTUANS,-87.890615,41.974689,T900,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.807277,42.009876,T233,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS,-87.807277,42.009876,T233,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX RESTUANS,-87.890615,41.974689,T900,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.930995,41.957799,T903,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.770899,41.994679,T236,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS,-87.862995,41.992478000000006,T009,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.862995,41.992478000000006,T009,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.757639,41.964242,T003,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,T008,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.747113,41.991429,T012,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS,-87.747113,41.991429,T012,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,T011,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.777189,41.960615999999995,T017,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX RESTUANS,-87.777189,41.960615999999995,T017,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS,-87.777189,41.960615999999995,T017,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,T002,1.0,2013-09-12,72.0,64.0,0.005,9.4,0.0,7.0,82.0,62.0,59.0,7.0,35.0,29.28,29.98,1.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.890615,41.974689,T900,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,1
CULEX PIPIENS/RESTUANS,-87.757639,41.964242,T003,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,1
CULEX RESTUANS,-87.890615,41.974689,T900,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,1
CULEX PIPIENS,-87.930995,41.957799,T903,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.747113,41.991429,T012,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS,-87.757639,41.964242,T003,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,T008,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.757639,41.964242,T003,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.930995,41.957799,T903,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,T011,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.930995,41.957799,T903,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS,-87.890615,41.974689,T900,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,T002,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.800991,41.95469,T002,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS,-87.800991,41.95469,T002,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.805059,41.973845000000004,T223,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.805059,41.973845000000004,T223,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.807277,42.009876,T233,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.807277,42.009876,T233,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS,-87.807277,42.009876,T233,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.770899,41.994679,T236,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX RESTUANS,-87.770899,41.994679,T236,1.0,2011-09-12,75.0,65.0,0.0,10.9,0.0,10.0,86.0,64.0,59.0,10.5,23.0,29.18,29.91,0.0,528.0,1809.0,0
CULEX PIPIENS/RESTUANS,-87.890615,41.974689,T900,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,1
CULEX PIPIENS,-87.930995,41.957799,T903,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,1
CULEX RESTUANS,-87.890615,41.974689,T900,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,0
CULEX PIPIENS,-87.890615,41.974689,T900,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,0
CULEX RESTUANS,-87.930995,41.957799,T903,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,0
CULEX PIPIENS/RESTUANS,-87.930995,41.957799,T903,1.0,2011-09-02,84.0,74.0,0.0,7.4,0.0,19.0,92.0,76.0,69.0,4.9,22.0,29.18,29.89,0.0,518.0,1826.0,0
CULEX PIPIENS/RESTUANS,-87.605294,41.750498,T102,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,1
CULEX PIPIENS/RESTUANS,-87.53869300000001,41.659112,T221,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,1
CULEX PIPIENS,-87.726549,41.82561,T063,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.559308,41.678618,T200,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.559308,41.678618,T200,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX TARSALIS,-87.559308,41.678618,T200,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.535198,41.680946,T212,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.56566600000001,41.704572,T128,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.53869300000001,41.659112,T221,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.599862,41.673408,T115,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.778927,41.776156,T155,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.736812,41.798697,T114,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.666901,41.868077,T090,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.730698,41.948167,T218,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.69181,41.963976,T220,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.69181,41.963976,T220,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.694991,41.857402,T043,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.694991,41.857402,T043,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.785288,41.923738,T013,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.68826700000001,41.903002,T160,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.679447,41.801179,T061,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.703047,41.77166,T066,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.678649,41.768388,T069,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.612922,41.754676,T080,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.731435,41.743402,T225,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.731435,41.743402,T225,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.731435,41.743402,T225,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.67145699999999,41.947227000000005,T224,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.63981700000001,41.753411,T229,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.756155,41.904194,T230,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.72505699999999,41.951865999999995,T228,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.72505699999999,41.951865999999995,T228,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.64997,41.723195000000004,T089,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.701431,41.906638,T033,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.763416,41.801497999999995,T031,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.689778,41.986921,T028,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.65449100000001,41.891118,T046,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX TERRITANS,-87.65449100000001,41.891118,T046,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.654224,41.867108,T048,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.654224,41.867108,T048,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.654224,41.867108,T048,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.632085,41.921965,T054,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.666014,41.720848,T094,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.666014,41.720848,T094,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX RESTUANS,-87.68776899999999,42.01743,T148,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS/RESTUANS,-87.689778,41.986921,T028,2.0,2009-08-25,72.0,65.0,0.0,8.6,0.0,7.0,82.0,61.0,61.0,8.3,21.0,29.39,30.04,0.0,510.0,1839.0,0
CULEX PIPIENS,-87.599862,41.673408,T115,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS,-87.56566600000001,41.704572,T128,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS,-87.585413,41.726465000000005,T138,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS/RESTUANS,-87.582699,41.729669,T107,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS,-87.535198,41.680946,T212,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS/RESTUANS,-87.599862,41.673408,T115,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS,-87.536497,41.702723999999996,T103,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,1
CULEX PIPIENS/RESTUANS,-87.585413,41.726465000000005,T138,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX SALINARIUS,-87.531635,41.686398,T215,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX TERRITANS,-87.531635,41.686398,T215,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.582699,41.729669,T107,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.56566600000001,41.704572,T128,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.531635,41.686398,T215,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.605294,41.750498,T102,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.605294,41.750498,T102,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.536497,41.702723999999996,T103,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.531635,41.686398,T215,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX TERRITANS,-87.559308,41.678618,T200,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX TERRITANS,-87.585413,41.726465000000005,T138,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.559308,41.678618,T200,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.559308,41.678618,T200,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.54306700000001,41.737052,T206,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.54306700000001,41.737052,T206,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.546587,41.740641,T209,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.546587,41.740641,T209,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.535198,41.680946,T212,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX TERRITANS,-87.536497,41.702723999999996,T103,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS/RESTUANS,-87.53869300000001,41.659112,T221,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
CULEX PIPIENS,-87.53869300000001,41.659112,T221,2.0,2007-08-28,80.0,70.0,0.0,8.3,0.0,15.0,90.0,69.0,65.0,7.8,21.0,29.34,29.98,0.0,513.0,1834.0,0
